rn_number,permit_number,publish_date,relative_file_location
RN104385869,82521,1-17-2008,data/MAERT/RN104385869_82521_1-17-2008_1713735492.pdf
RN102513041,2329,3-9-2016,data/MAERT/RN102513041_2329_3-9-2016_1713755124.pdf
RN102612900,28237,8-31-2000,data/MAERT/RN102612900_28237_8-31-2000_1712922330.pdf
RN109347518,142261,2-20-2018,data/MAERT/RN109347518_142261_2-20-2018_1712060664.pdf
RN100213537,18505,6-2-2009,data/MAERT/RN100213537_18505_6-2-2009_1712022181.pdf
RN100249481,8023A,1-17-2013,data/MAERT/RN100249481_8023A_1-17-2013_1712547943.pdf
RN102603784,20727,10-20-2022,data/MAERT/RN102603784_20727_10-20-2022_1712220248.pdf
RN100214386,8373,12-10-1993,data/MAERT/RN100214386_8373_12-10-1993_1712608193.pdf
RN102567310,870,8-29-2013,data/MAERT/RN102567310_870_8-29-2013_1711109932.pdf
RN102582079,56822,9-14-2006,data/MAERT/RN102582079_56822_9-14-2006_1713070600.pdf
RN104104716,139479,10-22-2019,data/MAERT/RN104104716_139479_10-22-2019_1713193562.pdf
RN102601762,49268,8-16-2007,data/MAERT/RN102601762_49268_8-16-2007_1712979626.pdf
RN100574078,98666,1-23-2013,data/MAERT/RN100574078_98666_1-23-2013_1712023050.pdf
RN100221324,27773,7-29-2021,data/MAERT/RN100221324_27773_7-29-2021_1712430672.pdf
RN100681121,6322A,9-9-2022,data/MAERT/RN100681121_6322A_9-9-2022_1712058458.pdf
RN100209436,73561,8-13-2007,data/MAERT/RN100209436_73561_8-13-2007_1713826383.pdf
RN103942728,56490,12-2-2004,data/MAERT/RN103942728_56490_12-2-2004_1713667844.pdf
RN100213685,9902,3-9-1993,data/MAERT/RN100213685_9902_3-9-1993_1713313442.pdf
RN100218973,19168,9-8-1999,data/MAERT/RN100218973_19168_9-8-1999_1711191960.pdf
RN101448769,5221,4-1-2002,data/MAERT/RN101448769_5221_4-1-2002_1712592929.pdf
RN100227289,82,5-17-2010,data/MAERT/RN100227289_82_5-17-2010_1712929356.pdf
RN100213719,946A,5-6-1998,data/MAERT/RN100213719_946A_5-6-1998_1712069491.pdf
RN100226570,PSDTX714,6-17-1996,data/MAERT/RN100226570_PSDTX714_6-17-1996_1712703832.pdf
RN102495884,9868A,11-22-2005,data/MAERT/RN102495884_9868A_11-22-2005_1713215739.pdf
RN106597875,PSDTX1344M2,6-7-2021,data/MAERT/RN106597875_PSDTX1344M2_6-7-2021_1712746164.pdf
RN100542802,21054,5-2-2001,data/MAERT/RN100542802_21054_5-2-2001_1713907240.pdf
RN100237783,22846,1-4-1994,data/MAERT/RN100237783_22846_1-4-1994_1713327312.pdf
RN102905403,52452,3-5-2003,data/MAERT/RN102905403_52452_3-5-2003_1713562789.pdf
RN100922392,24247,10-14-2015,data/MAERT/RN100922392_24247_10-14-2015_1714033859.pdf
RN101294825,73212,1-31-2019,data/MAERT/RN101294825_73212_1-31-2019_1712716350.pdf
RN102207073,36010,10-20-1997,data/MAERT/RN102207073_36010_10-20-1997_1712684527.pdf
RN100639426,32830,1-26-2017,data/MAERT/RN100639426_32830_1-26-2017_1713177019.pdf
RN100225036,21768,8-31-2007,data/MAERT/RN100225036_21768_8-31-2007_1711902529.pdf
RN100542802,50607,8-22-2023,data/MAERT/RN100542802_50607_8-22-2023_1713907652.pdf
RN102592433,55713L002,8-17-2015,data/MAERT/RN102592433_55713L002_8-17-2015_1712340625.pdf
RN100219260,1889A,3-7-2019,data/MAERT/RN100219260_1889A_3-7-2019_1712373501.pdf
RN106582307,120939,3-30-2018,data/MAERT/RN106582307_120939_3-30-2018_1712148302.pdf
RN100222686,20807,1-26-2009,data/MAERT/RN100222686_20807_1-26-2009_1712985337.pdf
RN100218080,19841,2-3-2006,data/MAERT/RN100218080_19841_2-3-2006_1713314307.pdf
RN102180486,4850,6-12-2009,data/MAERT/RN102180486_4850_6-12-2009_1713682729.pdf
RN100211879,3179,10-26-2005,data/MAERT/RN100211879_3179_10-26-2005_1712634269.pdf
RN100211283,5337,9-30-1997,data/MAERT/RN100211283_5337_9-30-1997_1713062798.pdf
RN101293595,70057,8-16-2012,data/MAERT/RN101293595_70057_8-16-2012_1713382262.pdf
RN102180486,5219,2-8-1995,data/MAERT/RN102180486_5219_2-8-1995_1713683095.pdf
RN100634922,20057,11-29-2012,data/MAERT/RN100634922_20057_11-29-2012_1712551309.pdf
RN111368437,167047,2-8-2024,data/MAERT/RN111368437_167047_2-8-2024_1712148888.pdf
RN100219815,1105,2-28-2003,data/MAERT/RN100219815_1105_2-28-2003_1711924592.pdf
RN100678242,2823B,5-20-2003,data/MAERT/RN100678242_2823B_5-20-2003_1712338590.pdf
RN102883063,45458,8-24-2000,data/MAERT/RN102883063_45458_8-24-2000_1712080290.pdf
RN104392626,1302,7-27-2011,data/MAERT/RN104392626_1302_7-27-2011_1713745594.pdf
RN102846680,20609,11-19-1997,data/MAERT/RN102846680_20609_11-19-1997_1711989532.pdf
RN100812502,80987,2-22-2008,data/MAERT/RN100812502_80987_2-22-2008_1712083622.pdf
RN100225085,4445,3-25-2008,data/MAERT/RN100225085_4445_3-25-2008_1711946800.pdf
RN102516838,19127,11-2-1998,data/MAERT/RN102516838_19127_11-2-1998_1711916520.pdf
RN100217967,6192,1-5-2000,data/MAERT/RN100217967_6192_1-5-2000_1712798400.pdf
RN101611325,18356,6-27-2003,data/MAERT/RN101611325_18356_6-27-2003_1713269403.pdf
RN100215672,24323,8-16-1994,data/MAERT/RN100215672_24323_8-16-1994_1711936433.pdf
RN104667365,76217L003,6-6-2014,data/MAERT/RN104667365_76217L003_6-6-2014_1713924584.pdf
RN102414232,77713,2-17-2011,data/MAERT/RN102414232_77713_2-17-2011_1711945596.pdf
RN100803691,18961,1-14-1994,data/MAERT/RN100803691_18961_1-14-1994_1713675528.pdf
RN100214386,38754,6-1-2010,data/MAERT/RN100214386_38754_6-1-2010_1712607909.pdf
RN100833219,22957,8-5-2003,data/MAERT/RN100833219_22957_8-5-2003_1713266628.pdf
RN100213016,21460,6-11-2003,data/MAERT/RN100213016_21460_6-11-2003_1713065021.pdf
RN101462554,36755,9-18-2003,data/MAERT/RN101462554_36755_9-18-2003_1711198797.pdf
RN102998028,28439,11-17-1995,data/MAERT/RN102998028_28439_11-17-1995_1711242690.pdf
RN100790401,21774,3-18-1993,data/MAERT/RN100790401_21774_3-18-1993_1711171494.pdf
RN105147433,87575,2-19-2010,data/MAERT/RN105147433_87575_2-19-2010_1711944892.pdf
RN102542057,22466,12-11-1998,data/MAERT/RN102542057_22466_12-11-1998_1712558228.pdf
RN100519743,45462,8-20-2001,data/MAERT/RN100519743_45462_8-20-2001_1712798116.pdf
RN101960672,22513,7-29-2003,data/MAERT/RN101960672_22513_7-29-2003_1712638324.pdf
RN100545466,37887,3-21-2008,data/MAERT/RN100545466_37887_3-21-2008_1713409464.pdf
RN102775871,2318,3-18-2024,data/MAERT/RN102775871_2318_3-18-2024_1713246059.pdf
RN101057750,20745,2-16-1994,data/MAERT/RN101057750_20745_2-16-1994_1713071681.pdf
RN100219526,1341A,5-11-2011,data/MAERT/RN100219526_1341A_5-11-2011_1711887023.pdf
RN101061844,36078,8-11-2021,data/MAERT/RN101061844_36078_8-11-2021_1711338288.pdf
RN103147450,21830,4-30-2012,data/MAERT/RN103147450_21830_4-30-2012_1714060848.pdf
RN101623254,9074,10-2-1996,data/MAERT/RN101623254_9074_10-2-1996_1712749211.pdf
RN101575702,1750,4-30-2015,data/MAERT/RN101575702_1750_4-30-2015_1713031446.pdf
RN102495884,9868A,3-23-2004,data/MAERT/RN102495884_9868A_3-23-2004_1713215702.pdf
RN100542695,39842,2-28-2017,data/MAERT/RN100542695_39842_2-28-2017_1711924709.pdf
RN101618882,4005,6-16-1994,data/MAERT/RN101618882_4005_6-16-1994_1713933938.pdf
RN102534138,6308,5-7-2021,data/MAERT/RN102534138_6308_5-7-2021_1712593416.pdf
RN100870898,19332,12-23-1993,data/MAERT/RN100870898_19332_12-23-1993_1711886852.pdf
RN101914240,78706,7-14-2006,data/MAERT/RN101914240_78706_7-14-2006_1712221159.pdf
RN102537289,28351,5-14-2019,data/MAERT/RN102537289_28351_5-14-2019_1711946322.pdf
RN102696952,25019,5-17-1999,data/MAERT/RN102696952_25019_5-17-1999_1712521370.pdf
RN102512340,2058,2-8-2008,data/MAERT/RN102512340_2058_2-8-2008_1711327235.pdf
RN102179090,26029,6-23-1995,data/MAERT/RN102179090_26029_6-23-1995_1712460299.pdf
RN100217918,33987,3-24-2008,data/MAERT/RN100217918_33987_3-24-2008_1714025004.pdf
RN100869999,5764,2-3-2009,data/MAERT/RN100869999_5764_2-3-2009_1711832946.pdf
RN100221589,22059,4-15-2005,data/MAERT/RN100221589_22059_4-15-2005_1712631233.pdf
RN102566890,3069A,7-10-1995,data/MAERT/RN102566890_3069A_7-10-1995_1712229027.pdf
RN102736972,46974,4-10-2002,data/MAERT/RN102736972_46974_4-10-2002_1712420133.pdf
RN102180486,4850,5-11-2011,data/MAERT/RN102180486_4850_5-11-2011_1713682776.pdf
RN100238633,2724,3-8-2004,data/MAERT/RN100238633_2724_3-8-2004_1713363728.pdf
RN100218049,55239,3-31-2006,data/MAERT/RN100218049_55239_3-31-2006_1713229056.pdf
RN100228899,117323,2-5-2016,data/MAERT/RN100228899_117323_2-5-2016_1711256686.pdf
RN111415816,167775,3-25-2022,data/MAERT/RN111415816_167775_3-25-2022_1713831512.pdf
RN100543115,2975,10-6-2003,data/MAERT/RN100543115_2975_10-6-2003_1711266351.pdf
RN102667763,46253,9-5-2003,data/MAERT/RN102667763_46253_9-5-2003_1713014698.pdf
RN100220417,20765,3-8-1994,data/MAERT/RN100220417_20765_3-8-1994_1712015079.pdf
RN100542711,914,4-7-1993,data/MAERT/RN100542711_914_4-7-1993_1713752966.pdf
RN101962587,41675,4-1-2000,data/MAERT/RN101962587_41675_4-1-2000_1713076776.pdf
RN100911577,20175,6-8-2016,data/MAERT/RN100911577_20175_6-8-2016_1713878245.pdf
RN100220110,56263,8-10-2004,data/MAERT/RN100220110_56263_8-10-2004_1712873864.pdf
RN102920725,52706,7-26-2012,data/MAERT/RN102920725_52706_7-26-2012_1711172795.pdf
RN102663671,23271,12-15-2008,data/MAERT/RN102663671_23271_12-15-2008_1712956186.pdf
RN100552454,5640A,7-10-2000,data/MAERT/RN100552454_5640A_7-10-2000_1711840130.pdf
RN103758470,8414,3-6-2020,data/MAERT/RN103758470_8414_3-6-2020_1711273080.pdf
RN104912662,79132,4-9-2007,data/MAERT/RN104912662_79132_4-9-2007_1711829290.pdf
RN102612298,20577,6-29-1994,data/MAERT/RN102612298_20577_6-29-1994_1712647219.pdf
RN111071411,161972,3-12-2021,data/MAERT/RN111071411_161972_3-12-2021_1712153392.pdf
RN103038071,40503,5-3-1999,data/MAERT/RN103038071_40503_5-3-1999_1711123961.pdf
RN101379287,37979,9-18-2014,data/MAERT/RN101379287_37979_9-18-2014_1712527070.pdf
RN100211523,2487,10-23-2007,data/MAERT/RN100211523_2487_10-23-2007_1712532549.pdf
RN100214980,108258,2-18-2015,data/MAERT/RN100214980_108258_2-18-2015_1712997351.pdf
RN100238708,5419,1-5-1996,data/MAERT/RN100238708_5419_1-5-1996_1714002215.pdf
RN102607082,42071,8-10-2009,data/MAERT/RN102607082_42071_8-10-2009_1711367190.pdf
RN100217421,77214,10-31-2008,data/MAERT/RN100217421_77214_10-31-2008_1714032935.pdf
RN104488499,146452,4-5-2019,data/MAERT/RN104488499_146452_4-5-2019_1712800978.pdf
RN100210319,18978,12-6-2002,data/MAERT/RN100210319_18978_12-6-2002_1711945778.pdf
RN100220789,41418,12-10-2009,data/MAERT/RN100220789_41418_12-10-2009_1711392530.pdf
RN100851997,28970,1-28-2022,data/MAERT/RN100851997_28970_1-28-2022_1712458123.pdf
RN100224252,17903,6-18-1999,data/MAERT/RN100224252_17903_6-18-1999_1712899601.pdf
RN100211903,6860,3-11-2022,data/MAERT/RN100211903_6860_3-11-2022_1712289432.pdf
RN100213651,49032,9-29-2022,data/MAERT/RN100213651_49032_9-29-2022_1711935692.pdf
RN100219443,20081,4-16-2020,data/MAERT/RN100219443_20081_4-16-2020_1712955530.pdf
RN105448492,83320,7-14-2008,data/MAERT/RN105448492_83320_7-14-2008_1712887979.pdf
RN100807783,2356,4-29-1997,data/MAERT/RN100807783_2356_4-29-1997_1712452599.pdf
RN100237452,2193,10-15-2013,data/MAERT/RN100237452_2193_10-15-2013_1713682322.pdf
RN102570645,78766,5-31-2018,data/MAERT/RN102570645_78766_5-31-2018_1711172531.pdf
RN102200631,22887,5-20-1994,data/MAERT/RN102200631_22887_5-20-1994_1712880062.pdf
RN100215532,1306,8-13-2004,data/MAERT/RN100215532_1306_8-13-2004_1712031837.pdf
RN101612083,24538,11-13-1998,data/MAERT/RN101612083_24538_11-13-1998_1712169751.pdf
RN100250604,7733,9-18-1995,data/MAERT/RN100250604_7733_9-18-1995_1712721387.pdf
RN100850411,25209,10-12-1994,data/MAERT/RN100850411_25209_10-12-1994_1712700379.pdf
RN103219085,2800,12-12-2014,data/MAERT/RN103219085_2800_12-12-2014_1712058240.pdf
RN100219286,8996,10-15-2010,data/MAERT/RN100219286_8996_10-15-2010_1713247619.pdf
RN102747862,96301L002,3-3-2016,data/MAERT/RN102747862_96301L002_3-3-2016_1713319142.pdf
RN102615747,20652,2-26-2009,data/MAERT/RN102615747_20652_2-26-2009_1712863222.pdf
RN102704749,1364,5-7-2014,data/MAERT/RN102704749_1364_5-7-2014_1713032247.pdf
RN102906179,136,3-21-2003,data/MAERT/RN102906179_136_3-21-2003_1712226001.pdf
RN100852615,20983,6-18-2008,data/MAERT/RN100852615_20983_6-18-2008_1713406792.pdf
RN102947454,16878J,3-15-1993,data/MAERT/RN102947454_16878J_3-15-1993_1712997725.pdf
RN100615129,91541,6-21-2010,data/MAERT/RN100615129_91541_6-21-2010_1711373128.pdf
RN108250184,165821,1-13-2022,data/MAERT/RN108250184_165821_1-13-2022_1712716749.pdf
RN102169950,48930,1-22-2024,data/MAERT/RN102169950_48930_1-22-2024_1714005590.pdf
RN102877768,47029,7-2-2015,data/MAERT/RN102877768_47029_7-2-2015_1713234178.pdf
RN100215631,9739,4-28-2003,data/MAERT/RN100215631_9739_4-28-2003_1713911234.pdf
RN101986768,51593L014,1-21-2014,data/MAERT/RN101986768_51593L014_1-21-2014_1713141417.pdf
RN102560687,2595,11-13-2003,data/MAERT/RN102560687_2595_11-13-2003_1712171505.pdf
RN102248606,7286,9-22-1999,data/MAERT/RN102248606_7286_9-22-1999_1711179891.pdf
RN108401332,133027,6-24-2016,data/MAERT/RN108401332_133027_6-24-2016_1714024381.pdf
RN102181526,18773,7-13-2009,data/MAERT/RN102181526_18773_7-13-2009_1711900599.pdf
RN102523552,749,6-20-2012,data/MAERT/RN102523552_749_6-20-2012_1711263989.pdf
RN102514122,53885,5-30-2003,data/MAERT/RN102514122_53885_5-30-2003_1713039408.pdf
RN100234681,19342,2-4-2000,data/MAERT/RN100234681_19342_2-4-2000_1713753114.pdf
RN100219310,8092A,9-3-2002,data/MAERT/RN100219310_8092A_9-3-2002_1711340436.pdf
RN100217298,32096,10-9-2006,data/MAERT/RN100217298_32096_10-9-2006_1713215222.pdf
RN101627776,56304,9-14-2020,data/MAERT/RN101627776_56304_9-14-2020_1713076130.pdf
RN100216472,5983,9-16-2014,data/MAERT/RN100216472_5983_9-16-2014_1713246816.pdf
RN104371273,72990,4-5-2005,data/MAERT/RN104371273_72990_4-5-2005_1712429359.pdf
RN100211903,8758,12-12-2005,data/MAERT/RN100211903_8758_12-12-2005_1712289440.pdf
RN100219740,19641,7-6-1994,data/MAERT/RN100219740_19641_7-6-1994_1712515172.pdf
RN102534708,42528,12-22-2006,data/MAERT/RN102534708_42528_12-22-2006_1711904012.pdf
RN100216035,2796A,6-3-2021,data/MAERT/RN100216035_2796A_6-3-2021_1712552767.pdf
RN100242973,18495,9-5-2002,data/MAERT/RN100242973_18495_9-5-2002_1713766234.pdf
RN100872977,24711,2-8-1995,data/MAERT/RN100872977_24711_2-8-1995_1713709429.pdf
RN102326972,535,4-28-1998,data/MAERT/RN102326972_535_4-28-1998_1713391792.pdf
RN101975530,44897,4-26-2010,data/MAERT/RN101975530_44897_4-26-2010_1711830872.pdf
RN101992766,50504,11-10-2017,data/MAERT/RN101992766_50504_11-10-2017_1712755491.pdf
RN104556022,75349L001,8-16-2021,data/MAERT/RN104556022_75349L001_8-16-2021_1712169313.pdf
RN100896745,21581,6-10-2004,data/MAERT/RN100896745_21581_6-10-2004_1713809257.pdf
RN102524196,32467,7-15-1997,data/MAERT/RN102524196_32467_7-15-1997_1713647548.pdf
RN104949375,80872L003,6-18-2008,data/MAERT/RN104949375_80872L003_6-18-2008_1711885814.pdf
RN102773454,6409A,2-6-2013,data/MAERT/RN102773454_6409A_2-6-2013_1712225250.pdf
RN102495884,9868A,3-29-1999,data/MAERT/RN102495884_9868A_3-29-1999_1713216260.pdf
RN100217421,4349,5-22-2015,data/MAERT/RN100217421_4349_5-22-2015_1714032898.pdf
RN102311693,37339,8-6-1998,data/MAERT/RN102311693_37339_8-6-1998_1713400498.pdf
RN101851517,4322A,4-9-2015,data/MAERT/RN101851517_4322A_4-9-2015_1712058493.pdf
RN101049518,19074,6-6-2002,data/MAERT/RN101049518_19074_6-6-2002_1711947113.pdf
RN101941284,39693,6-9-2000,data/MAERT/RN101941284_39693_6-9-2000_1712690469.pdf
RN100688993,28335,12-17-1996,data/MAERT/RN100688993_28335_12-17-1996_1713872545.pdf
RN100224799,74010,2-9-2005,data/MAERT/RN100224799_74010_2-9-2005_1713132886.pdf
RN103719704,16963,9-19-2016,data/MAERT/RN103719704_16963_9-19-2016_1711194411.pdf
RN102845435,51771,10-8-2013,data/MAERT/RN102845435_51771_10-8-2013_1712673748.pdf
RN100209766,36889,3-26-1998,data/MAERT/RN100209766_36889_3-26-1998_1713755061.pdf
RN100825363,9794,4-9-1996,data/MAERT/RN100825363_9794_4-9-1996_1713751362.pdf
RN100792829,17912,8-31-1994,data/MAERT/RN100792829_17912_8-31-1994_1713244242.pdf
RN104967419,79073L001,1-22-2013,data/MAERT/RN104967419_79073L001_1-22-2013_1712045109.pdf
RN100844810,46050,10-25-2013,data/MAERT/RN100844810_46050_10-25-2013_1712665420.pdf
RN100676345,18926,12-29-2005,data/MAERT/RN100676345_18926_12-29-2005_1713491302.pdf
RN108117524,130637,9-17-2015,data/MAERT/RN108117524_130637_9-17-2015_1712971043.pdf
RN100649532,31599,1-28-2005,data/MAERT/RN100649532_31599_1-28-2005_1711248850.pdf
RN102958253,102530,12-19-2023,data/MAERT/RN102958253_102530_12-19-2023_1713183470.pdf
RN102584844,42734,7-14-2000,data/MAERT/RN102584844_42734_7-14-2000_1712020710.pdf
RN100222033,45642,12-9-2011,data/MAERT/RN100222033_45642_12-9-2011_1712628916.pdf
RN101619179,30513,8-19-1996,data/MAERT/RN101619179_30513_8-19-1996_1712068524.pdf
RN100214576,20686,12-7-1999,data/MAERT/RN100214576_20686_12-7-1999_1711927959.pdf
RN100634278,43120,7-21-2000,data/MAERT/RN100634278_43120_7-21-2000_1711283905.pdf
RN104204912,71910,8-9-2004,data/MAERT/RN104204912_71910_8-9-2004_1712684091.pdf
RN100217439,53284,6-27-2003,data/MAERT/RN100217439_53284_6-27-2003_1713139580.pdf
RN110406907,152131,9-30-2022,data/MAERT/RN110406907_152131_9-30-2022_1712874793.pdf
RN100220052,73350,8-13-2007,data/MAERT/RN100220052_73350_8-13-2007_1711110023.pdf
RN102747995,758,9-15-2005,data/MAERT/RN102747995_758_9-15-2005_1713010797.pdf
RN104666342,17708,7-25-2016,data/MAERT/RN104666342_17708_7-25-2016_1712705106.pdf
RN102501624,1100,3-18-2022,data/MAERT/RN102501624_1100_3-18-2022_1713157084.pdf
RN102584026,8133A,12-8-1993,data/MAERT/RN102584026_8133A_12-8-1993_1712677822.pdf
RN101618759,18105,4-1-1998,data/MAERT/RN101618759_18105_4-1-1998_1711925034.pdf
RN102318847,18164,1-21-2016,data/MAERT/RN102318847_18164_1-21-2016_1712035501.pdf
RN100222413,1867A,11-29-1994,data/MAERT/RN100222413_1867A_11-29-1994_1711347646.pdf
RN100224872,26395,10-23-2007,data/MAERT/RN100224872_26395_10-23-2007_1711199060.pdf
RN101211498,9203,7-2-2001,data/MAERT/RN101211498_9203_7-2-2001_1712531954.pdf
RN101293041,76868,12-2-2005,data/MAERT/RN101293041_76868_12-2-2005_1713833538.pdf
RN106444755,103839,11-12-2013,data/MAERT/RN106444755_103839_11-12-2013_1712874225.pdf
RN100542778,5214,12-22-2015,data/MAERT/RN100542778_5214_12-22-2015_1713402320.pdf
RN102017340,2199D,12-14-2012,data/MAERT/RN102017340_2199D_12-14-2012_1713859018.pdf
RN100638071,7103,6-1-1995,data/MAERT/RN100638071_7103_6-1-1995_1713542446.pdf
RN102489747,411A,5-7-2018,data/MAERT/RN102489747_411A_5-7-2018_1713309103.pdf
RN100225721,3275A,6-17-1996,data/MAERT/RN100225721_3275A_6-17-1996_1712785256.pdf
RN100216522,31394,3-26-1999,data/MAERT/RN100216522_31394_3-26-1999_1713737002.pdf
RN102610375,9429,5-8-1996,data/MAERT/RN102610375_9429_5-8-1996_1713131403.pdf
RN103178471,55424,10-2-2019,data/MAERT/RN103178471_55424_10-2-2019_1712008210.pdf
RN100213016,18897,4-28-2006,data/MAERT/RN100213016_18897_4-28-2006_1713064683.pdf
RN100869999,5764,10-23-2003,data/MAERT/RN100869999_5764_10-23-2003_1711832951.pdf
RN100542497,56493,12-20-2006,data/MAERT/RN100542497_56493_12-20-2006_1713488277.pdf
RN102505195,16786,2-10-2006,data/MAERT/RN102505195_16786_2-10-2006_1712899788.pdf
RN100920172,3050,6-5-1995,data/MAERT/RN100920172_3050_6-5-1995_1711902952.pdf
RN102560182,5146,5-6-2014,data/MAERT/RN102560182_5146_5-6-2014_1713931540.pdf
RN105156707,81030,5-18-2022,data/MAERT/RN105156707_81030_5-18-2022_1713409070.pdf
RN100219351,19335,3-26-1996,data/MAERT/RN100219351_19335_3-26-1996_1713709719.pdf
RN100218973,19200,4-1-2021,data/MAERT/RN100218973_19200_4-1-2021_1711191995.pdf
RN106345390,168067,12-7-2022,data/MAERT/RN106345390_168067_12-7-2022_1712859653.pdf
RN103151361,79381,5-22-2007,data/MAERT/RN103151361_79381_5-22-2007_1714042198.pdf
RN102518065,18384,4-20-2006,data/MAERT/RN102518065_18384_4-20-2006_1712060613.pdf
RN100217421,4349,8-12-1994,data/MAERT/RN100217421_4349_8-12-1994_1714032911.pdf
RN104362108,72885,11-10-2005,data/MAERT/RN104362108_72885_11-10-2005_1713068596.pdf
RN103057568,3046,5-18-2011,data/MAERT/RN103057568_3046_5-18-2011_1714002622.pdf
RN100209857,21101,1-9-2017,data/MAERT/RN100209857_21101_1-9-2017_1712669702.pdf
RN101058733,19082,9-24-1993,data/MAERT/RN101058733_19082_9-24-1993_1712443481.pdf
RN104634993,25858A,2-10-1995,data/MAERT/RN104634993_25858A_2-10-1995_1711327145.pdf
RN100210657,6638,11-30-1993,data/MAERT/RN100210657_6638_11-30-1993_1714000529.pdf
RN105455760,90613,7-8-2010,data/MAERT/RN105455760_90613_7-8-2010_1711195980.pdf
RN100219526,98149,11-3-2015,data/MAERT/RN100219526_98149_11-3-2015_1711887098.pdf
RN101989127,22956,2-23-1999,data/MAERT/RN101989127_22956_2-23-1999_1714066651.pdf
RN101625713,25393,5-8-2006,data/MAERT/RN101625713_25393_5-8-2006_1713919422.pdf
RN100220672,9540,2-7-2013,data/MAERT/RN100220672_9540_2-7-2013_1712152804.pdf
RN105499701,84703,8-7-2008,data/MAERT/RN105499701_84703_8-7-2008_1711116177.pdf
RN102763802,5833A,1-24-1994,data/MAERT/RN102763802_5833A_1-24-1994_1712166078.pdf
RN101990257,22541,8-23-1993,data/MAERT/RN101990257_22541_8-23-1993_1713398522.pdf
RN100670983,124269,9-18-2015,data/MAERT/RN100670983_124269_9-18-2015_1713494082.pdf
RN101290682,3618,5-4-2007,data/MAERT/RN101290682_3618_5-4-2007_1713195042.pdf
RN102576063,18999,6-9-2000,data/MAERT/RN102576063_18999_6-9-2000_1711886755.pdf
RN101298545,36154,7-11-2003,data/MAERT/RN101298545_36154_7-11-2003_1713063493.pdf
RN100777416,28780,2-1-2001,data/MAERT/RN100777416_28780_2-1-2001_1713486374.pdf
RN102329000,23229,11-18-1994,data/MAERT/RN102329000_23229_11-18-1994_1713784592.pdf
RN101062826,2306,7-3-1995,data/MAERT/RN101062826_2306_7-3-1995_1714041990.pdf
RN100222728,53758,3-21-2003,data/MAERT/RN100222728_53758_3-21-2003_1713493272.pdf
RN102595220,21884,9-11-2003,data/MAERT/RN102595220_21884_9-11-2003_1712892850.pdf
RN100213420,41953,3-6-2000,data/MAERT/RN100213420_41953_3-6-2000_1713097519.pdf
RN100215813,40418,1-31-2002,data/MAERT/RN100215813_40418_1-31-2002_1713869783.pdf
RN102764438,26911,1-3-1995,data/MAERT/RN102764438_26911_1-3-1995_1712405572.pdf
RN100258060,4449,8-16-2019,data/MAERT/RN100258060_4449_8-16-2019_1711124412.pdf
RN100219260,1889A,3-31-2006,data/MAERT/RN100219260_1889A_3-31-2006_1712373496.pdf
RN102763976,82770L001,2-8-2008,data/MAERT/RN102763976_82770L001_2-8-2008_1713770946.pdf
RN102189651,46777,8-8-2011,data/MAERT/RN102189651_46777_8-8-2011_1713920594.pdf
RN102926920,6257E,7-12-1994,data/MAERT/RN102926920_6257E_7-12-1994_1711360584.pdf
RN105138721,18104,9-6-2011,data/MAERT/RN105138721_18104_9-6-2011_1711925721.pdf
RN101965150,35007B,7-7-2000,data/MAERT/RN101965150_35007B_7-7-2000_1713490199.pdf
RN100219740,20123,12-22-1994,data/MAERT/RN100219740_20123_12-22-1994_1712515360.pdf
RN100219351,48975,4-5-2005,data/MAERT/RN100219351_48975_4-5-2005_1713710611.pdf
RN104327788,84769,6-7-2013,data/MAERT/RN104327788_84769_6-7-2013_1711936194.pdf
RN100819739,17044,12-31-2002,data/MAERT/RN100819739_17044_12-31-2002_1712780576.pdf
RN102308632,48332,5-15-2002,data/MAERT/RN102308632_48332_5-15-2002_1712967617.pdf
RN102303005,7320,11-12-2014,data/MAERT/RN102303005_7320_11-12-2014_1712080491.pdf
RN102414232,38297,11-14-2002,data/MAERT/RN102414232_38297_11-14-2002_1711945564.pdf
RN100224799,49127,6-29-2005,data/MAERT/RN100224799_49127_6-29-2005_1713132873.pdf
RN100872977,24711,5-14-1998,data/MAERT/RN100872977_24711_5-14-1998_1713709441.pdf
RN100214212,5414,6-3-2005,data/MAERT/RN100214212_5414_6-3-2005_1713681918.pdf
RN104548854,168088,8-17-2022,data/MAERT/RN104548854_168088_8-17-2022_1711159659.pdf
RN101449080,17994,9-17-2019,data/MAERT/RN101449080_17994_9-17-2019_1711187140.pdf
RN102582319,5668,7-24-1997,data/MAERT/RN102582319_5668_7-24-1997_1713316182.pdf
RN102426582,19963,12-4-2012,data/MAERT/RN102426582_19963_12-4-2012_1711330562.pdf
RN100638071,7103,2-26-1998,data/MAERT/RN100638071_7103_2-26-1998_1713542482.pdf
RN102502424,17412,12-22-1995,data/MAERT/RN102502424_17412_12-22-1995_1711290678.pdf
RN100239672,9292A,2-7-1997,data/MAERT/RN100239672_9292A_2-7-1997_1712534970.pdf
RN110284452,150844L005,12-17-2018,data/MAERT/RN110284452_150844L005_12-17-2018_1714063701.pdf
RN100221589,3663,6-21-2007,data/MAERT/RN100221589_3663_6-21-2007_1712631634.pdf
RN101386365,71428,1-31-2013,data/MAERT/RN101386365_71428_1-31-2013_1711901917.pdf
