rn_number,permit_number,publish_date,relative_file_location
RN100216274,44762,12-15-2000,data/MAERT/RN100216274_44762_12-15-2000_1712172409.pdf
RN101976041,24603,8-31-1994,data/MAERT/RN101976041_24603_8-31-1994_1712616829.pdf
RN100212109,3908B,2-11-2022,data/MAERT/RN100212109_3908B_2-11-2022_1711947792.pdf
RN100217645,6515B,1-19-1996,data/MAERT/RN100217645_6515B_1-19-1996_1711327281.pdf
RN100921782,77413,6-15-2006,data/MAERT/RN100921782_77413_6-15-2006_1711238506.pdf
RN101976322,44881,5-22-2020,data/MAERT/RN101976322_44881_5-22-2020_1713866834.pdf
RN102613346,16744A,8-18-2011,data/MAERT/RN102613346_16744A_8-18-2011_1711370458.pdf
RN103055364,32833,8-28-1996,data/MAERT/RN103055364_32833_8-28-1996_1711124329.pdf
RN102196896,38600,7-29-1999,data/MAERT/RN102196896_38600_7-29-1999_1713920507.pdf
RN100238716,6763,9-19-1994,data/MAERT/RN100238716_6763_9-19-1994_1713968981.pdf
RN102531837,19260,1-11-2006,data/MAERT/RN102531837_19260_1-11-2006_1711927071.pdf
RN100218049,735B,11-24-2003,data/MAERT/RN100218049_735B_11-24-2003_1713229416.pdf
RN100773167,6097,1-31-2002,data/MAERT/RN100773167_6097_1-31-2002_1713025590.pdf
RN102326972,535,3-30-2006,data/MAERT/RN102326972_535_3-30-2006_1713391756.pdf
RN102420569,76905,2-24-2017,data/MAERT/RN102420569_76905_2-24-2017_1712226432.pdf
RN100258060,368,7-14-1994,data/MAERT/RN100258060_368_7-14-1994_1711124381.pdf
RN100222884,29282,5-26-1998,data/MAERT/RN100222884_29282_5-26-1998_1713227401.pdf
RN102557949,29717,2-4-2000,data/MAERT/RN102557949_29717_2-4-2000_1711113497.pdf
RN104614672,34747,2-21-2013,data/MAERT/RN104614672_34747_2-21-2013_1712995526.pdf
RN104947478,78895,7-26-2006,data/MAERT/RN104947478_78895_7-26-2006_1711288866.pdf
RN100216035,9594,9-14-2001,data/MAERT/RN100216035_9594_9-14-2001_1712552971.pdf
RN100219351,25034,6-24-2005,data/MAERT/RN100219351_25034_6-24-2005_1713710313.pdf
RN101211498,9203,1-6-1994,data/MAERT/RN101211498_9203_1-6-1994_1712531826.pdf
RN100218049,1733A,10-24-2012,data/MAERT/RN100218049_1733A_10-24-2012_1713228708.pdf
RN109290692,129444,9-15-2020,data/MAERT/RN109290692_129444_9-15-2020_1711340456.pdf
RN100216761,19546,12-20-1995,data/MAERT/RN100216761_19546_12-20-1995_1712533410.pdf
RN100550565,19456,10-28-1993,data/MAERT/RN100550565_19456_10-28-1993_1713313266.pdf
RN100870898,6618,5-8-2006,data/MAERT/RN100870898_6618_5-8-2006_1711886856.pdf
RN101225464,38095,9-11-2013,data/MAERT/RN101225464_38095_9-11-2013_1712002656.pdf
RN102513645,18224,5-18-1994,data/MAERT/RN102513645_18224_5-18-1994_1711176656.pdf
RN100211309,1467,10-31-2012,data/MAERT/RN100211309_1467_10-31-2012_1712126397.pdf
RN100250133,2646,8-1-1994,data/MAERT/RN100250133_2646_8-1-1994_1713942616.pdf
RN102174711,42127B,7-30-2012,data/MAERT/RN102174711_42127B_7-30-2012_1713275285.pdf
RN100216126,41774,3-20-2000,data/MAERT/RN100216126_41774_3-20-2000_1712718546.pdf
RN100859099,37803,4-8-2014,data/MAERT/RN100859099_37803_4-8-2014_1711195828.pdf
RN110406907,152131,4-11-2024,data/MAERT/RN110406907_152131_4-11-2024_1712874805.pdf
RN102170487,80642,1-8-2013,data/MAERT/RN102170487_80642_1-8-2013_1713091530.pdf
RN100542802,9279,5-21-2004,data/MAERT/RN100542802_9279_5-21-2004_1713907858.pdf
RN102583143,38804,10-23-2013,data/MAERT/RN102583143_38804_10-23-2013_1712095470.pdf
RN102615523,4105B,7-26-1994,data/MAERT/RN102615523_4105B_7-26-1994_1713160144.pdf
RN100209386,9403B,8-29-1995,data/MAERT/RN100209386_9403B_8-29-1995_1713754546.pdf
RN101612083,24538,8-14-2015,data/MAERT/RN101612083_24538_8-14-2015_1712169747.pdf
RN102773173,1140A,7-8-1994,data/MAERT/RN102773173_1140A_7-8-1994_1713317507.pdf
RN100224815,5171,12-12-2006,data/MAERT/RN100224815_5171_12-12-2006_1712433792.pdf
RN102750072,43957,8-19-2003,data/MAERT/RN102750072_43957_8-19-2003_1714015144.pdf
RN100218130,2167,2-8-2017,data/MAERT/RN100218130_2167_2-8-2017_1711887188.pdf
RN100219393,19449,12-21-2005,data/MAERT/RN100219393_19449_12-21-2005_1712716879.pdf
RN110284379,150843L001,12-17-2018,data/MAERT/RN110284379_150843L001_12-17-2018_1714063568.pdf
RN100221589,22059,9-30-2022,data/MAERT/RN100221589_22059_9-30-2022_1712631362.pdf
RN102312436,8368,12-20-1996,data/MAERT/RN102312436_8368_12-20-1996_1712057653.pdf
RN102018322,4437A,2-22-1996,data/MAERT/RN102018322_4437A_2-22-1996_1712432366.pdf
RN100224468,2565,12-29-1998,data/MAERT/RN100224468_2565_12-29-1998_1713754095.pdf
RN102755667,32721,9-11-1996,data/MAERT/RN102755667_32721_9-11-1996_1712441791.pdf
RN100218049,1445A,3-24-2011,data/MAERT/RN100218049_1445A_3-24-2011_1713228579.pdf
RN100827740,31156,2-13-1996,data/MAERT/RN100827740_31156_2-13-1996_1713867700.pdf
RN102745809,35220,6-25-1997,data/MAERT/RN102745809_35220_6-25-1997_1713985656.pdf
RN102568516,45063,7-18-2001,data/MAERT/RN102568516_45063_7-18-2001_1713061048.pdf
RN100209337,48056,5-14-2009,data/MAERT/RN100209337_48056_5-14-2009_1712679763.pdf
RN104149794,70986,8-25-2015,data/MAERT/RN104149794_70986_8-25-2015_1711338040.pdf
RN100210806,1078,5-5-1994,data/MAERT/RN100210806_1078_5-5-1994_1711946365.pdf
RN105501589,86518L001,7-13-2009,data/MAERT/RN105501589_86518L001_7-13-2009_1711118620.pdf
RN102291226,75735,12-11-2015,data/MAERT/RN102291226_75735_12-11-2015_1711190778.pdf
RN100218130,2167,4-26-1999,data/MAERT/RN100218130_2167_4-26-1999_1711887190.pdf
RN102684974,4863,11-3-1993,data/MAERT/RN102684974_4863_11-3-1993_1712630064.pdf
RN103147450,21830,8-27-2018,data/MAERT/RN103147450_21830_8-27-2018_1714060908.pdf
RN100836725,46926,7-11-2001,data/MAERT/RN100836725_46926_7-11-2001_1711842722.pdf
RN102666450,49044,4-9-2010,data/MAERT/RN102666450_49044_4-9-2010_1711242586.pdf
RN100224104,17973,10-8-2012,data/MAERT/RN100224104_17973_10-8-2012_1712095617.pdf
RN103101788,4540,9-30-2005,data/MAERT/RN103101788_4540_9-30-2005_1712227300.pdf
RN102511144,19563,11-5-2001,data/MAERT/RN102511144_19563_11-5-2001_1713683678.pdf
RN100634922,3715A,6-8-1994,data/MAERT/RN100634922_3715A_6-8-1994_1712551502.pdf
RN102755162,46201,6-27-2011,data/MAERT/RN102755162_46201_6-27-2011_1712691945.pdf
RN106252760,99126,11-17-2011,data/MAERT/RN106252760_99126_11-17-2011_1711335953.pdf
RN101623254,9074,11-16-2005,data/MAERT/RN101623254_9074_11-16-2005_1712749003.pdf
RN100226844,3010,10-22-1997,data/MAERT/RN100226844_3010_10-22-1997_1713049855.pdf
RN100209949,3956B,4-10-2003,data/MAERT/RN100209949_3956B_4-10-2003_1713503884.pdf
RN101978534,22867,9-1-2023,data/MAERT/RN101978534_22867_9-1-2023_1713396750.pdf
RN100225093,466A,2-28-2017,data/MAERT/RN100225093_466A_2-28-2017_1712635526.pdf
RN100225945,107153,8-19-2019,data/MAERT/RN100225945_107153_8-19-2019_1713230735.pdf
RN101521094,35362,7-13-1999,data/MAERT/RN101521094_35362_7-13-1999_1711389531.pdf
RN100217959,17692,5-6-1994,data/MAERT/RN100217959_17692_5-6-1994_1711926654.pdf
RN100223205,17392,2-21-2019,data/MAERT/RN100223205_17392_2-21-2019_1712632457.pdf
RN102331832,37575,12-15-2020,data/MAERT/RN102331832_37575_12-15-2020_1713912695.pdf
RN100226059,2448,5-23-2011,data/MAERT/RN100226059_2448_5-23-2011_1712164599.pdf
RN100214626,1980,7-13-2020,data/MAERT/RN100214626_1980_7-13-2020_1713918627.pdf
RN100223205,723,9-21-1994,data/MAERT/RN100223205_723_9-21-1994_1712633100.pdf
RN100681527,19683,10-9-2015,data/MAERT/RN100681527_19683_10-9-2015_1712751267.pdf
RN100215615,4140A,9-20-1994,data/MAERT/RN100215615_4140A_9-20-1994_1713752047.pdf
RN103035069,36526,12-2-1997,data/MAERT/RN103035069_36526_12-2-1997_1712008764.pdf
RN102695749,4692A,2-13-1996,data/MAERT/RN102695749_4692A_2-13-1996_1712013747.pdf
RN110782026,162991L001,5-3-2021,data/MAERT/RN110782026_162991L001_5-3-2021_1713257223.pdf
RN100790666,22176,4-13-2001,data/MAERT/RN100790666_22176_4-13-2001_1713393900.pdf
RN100219005,23344,10-16-2002,data/MAERT/RN100219005_23344_10-16-2002_1712357702.pdf
RN105810980,90932,7-22-2021,data/MAERT/RN105810980_90932_7-22-2021_1712895921.pdf
RN101987733,43966,7-10-2000,data/MAERT/RN101987733_43966_7-10-2000_1713922188.pdf
RN102975323,20662,11-2-2006,data/MAERT/RN102975323_20662_11-2-2006_1711244181.pdf
RN102457520,46396,9-16-2015,data/MAERT/RN102457520_46396_9-16-2015_1712887765.pdf
RN100827740,31156,3-17-2000,data/MAERT/RN100827740_31156_3-17-2000_1713867736.pdf
RN100728864,27305,10-28-2005,data/MAERT/RN100728864_27305_10-28-2005_1712339118.pdf
RN100214428,9654A,6-12-2001,data/MAERT/RN100214428_9654A_6-12-2001_1713911911.pdf
RN106182249,136205,7-29-2016,data/MAERT/RN106182249_136205_7-29-2016_1711343941.pdf
RN101973782,73357,1-12-2007,data/MAERT/RN101973782_73357_1-12-2007_1713222327.pdf
RN102694510,49923,5-27-2022,data/MAERT/RN102694510_49923_5-27-2022_1712434190.pdf
RN100210475,80759,12-7-2009,data/MAERT/RN100210475_80759_12-7-2009_1711928190.pdf
RN102871811,23539,8-8-2014,data/MAERT/RN102871811_23539_8-8-2014_1711286606.pdf
RN100229905,19386,3-22-1996,data/MAERT/RN100229905_19386_3-22-1996_1711946280.pdf
RN102320124,37363,4-28-2003,data/MAERT/RN102320124_37363_4-28-2003_1713935156.pdf
RN100814979,41674,12-7-1999,data/MAERT/RN100814979_41674_12-7-1999_1713142715.pdf
RN104992284,24617A,9-28-1994,data/MAERT/RN104992284_24617A_9-28-1994_1713398756.pdf
RN100258060,6105,5-5-1999,data/MAERT/RN100258060_6105_5-5-1999_1711124449.pdf
RN102495884,9868A,2-14-2011,data/MAERT/RN102495884_9868A_2-14-2011_1713215887.pdf
RN101058410,1685,3-12-2012,data/MAERT/RN101058410_1685_3-12-2012_1711946895.pdf
RN102053972,19134,9-6-2022,data/MAERT/RN102053972_19134_9-6-2022_1713122653.pdf
RN101056661,6847,6-3-1996,data/MAERT/RN101056661_6847_6-3-1996_1711173414.pdf
RN102341880,94791,3-5-2013,data/MAERT/RN102341880_94791_3-5-2013_1713071804.pdf
RN100212943,21000,9-28-2012,data/MAERT/RN100212943_21000_9-28-2012_1712814892.pdf
RN100792571,42579A,11-21-2002,data/MAERT/RN100792571_42579A_11-21-2002_1712882116.pdf
RN100219526,70703,1-22-2004,data/MAERT/RN100219526_70703_1-22-2004_1711887091.pdf
RN101982056,21738,5-7-2003,data/MAERT/RN101982056_21738_5-7-2003_1713402741.pdf
RN102467701,4430,4-24-2017,data/MAERT/RN102467701_4430_4-24-2017_1711177473.pdf
RN101049633,5168,7-21-2014,data/MAERT/RN101049633_5168_7-21-2014_1713177331.pdf
RN102953189,9892A,7-9-1998,data/MAERT/RN102953189_9892A_7-9-1998_1713096467.pdf
RN100917145,23101,8-16-1993,data/MAERT/RN100917145_23101_8-16-1993_1711915197.pdf
RN104634993,25858,2-17-1999,data/MAERT/RN104634993_25858_2-17-1999_1711327144.pdf
RN111258877,165103,12-16-2021,data/MAERT/RN111258877_165103_12-16-2021_1711142060.pdf
RN100210319,18978,10-6-2000,data/MAERT/RN100210319_18978_10-6-2000_1711945777.pdf
RN102495884,80799,5-24-2010,data/MAERT/RN102495884_80799_5-24-2010_1713215510.pdf
RN100215714,19592,12-14-2018,data/MAERT/RN100215714_19592_12-14-2018_1713821820.pdf
RN102738788,78693L001,7-14-2006,data/MAERT/RN102738788_78693L001_7-14-2006_1713046936.pdf
RN103033247,22715,8-2-1996,data/MAERT/RN103033247_22715_8-2-1996_1712553492.pdf
RN101938744,38335,4-4-2019,data/MAERT/RN101938744_38335_4-4-2019_1713643239.pdf
RN102736089,318,11-10-2017,data/MAERT/RN102736089_318_11-10-2017_1712555432.pdf
RN101649804,20178,4-8-2004,data/MAERT/RN101649804_20178_4-8-2004_1711157376.pdf
RN104419825,73478,8-3-2015,data/MAERT/RN104419825_73478_8-3-2015_1711162444.pdf
RN100222207,106921,3-31-2020,data/MAERT/RN100222207_106921_3-31-2020_1713503985.pdf
RN102191905,4369,5-19-1994,data/MAERT/RN102191905_4369_5-19-1994_1712747729.pdf
RN100211176,2339A,1-2-1996,data/MAERT/RN100211176_2339A_1-2-1996_1713194643.pdf
RN100883057,23088,11-1-1994,data/MAERT/RN100883057_23088_11-1-1994_1711843837.pdf
RN102321577,9449,10-9-2003,data/MAERT/RN102321577_9449_10-9-2003_1712992937.pdf
RN102564572,21870,3-10-1994,data/MAERT/RN102564572_21870_3-10-1994_1713026535.pdf
RN100219393,524,5-14-2014,data/MAERT/RN100219393_524_5-14-2014_1712717033.pdf
RN102707718,36765,10-18-2018,data/MAERT/RN102707718_36765_10-18-2018_1712995438.pdf
RN106373731,168091,11-21-2022,data/MAERT/RN106373731_168091_11-21-2022_1713767372.pdf
RN100215334,32274,6-10-2005,data/MAERT/RN100215334_32274_6-10-2005_1713231660.pdf
RN102604949,40641,5-4-1999,data/MAERT/RN102604949_40641_5-4-1999_1713866354.pdf
RN100222900,101616,10-21-2020,data/MAERT/RN100222900_101616_10-21-2020_1713502955.pdf
RN100227297,1713,2-14-2002,data/MAERT/RN100227297_1713_2-14-2002_1712518338.pdf
RN101936367,43888,11-28-2000,data/MAERT/RN101936367_43888_11-28-2000_1712220676.pdf
RN103113635,18132,2-7-1990,data/MAERT/RN103113635_18132_2-7-1990_1713233453.pdf
RN100218973,19167,4-3-2007,data/MAERT/RN100218973_19167_4-3-2007_1711191931.pdf
RN100542935,75982,1-31-2006,data/MAERT/RN100542935_75982_1-31-2006_1713039045.pdf
RN100519214,19035,6-22-2009,data/MAERT/RN100519214_19035_6-22-2009_1712513093.pdf
RN100218247,69A,9-20-2019,data/MAERT/RN100218247_69A_9-20-2019_1712057930.pdf
RN111661526,171741,8-25-2023,data/MAERT/RN111661526_171741_8-25-2023_1711833713.pdf
RN100548577,19721,10-4-1994,data/MAERT/RN100548577_19721_10-4-1994_1712004387.pdf
RN103120929,34245,12-27-2004,data/MAERT/RN103120929_34245_12-27-2004_1712593755.pdf
RN100223775,72905,11-16-2005,data/MAERT/RN100223775_72905_11-16-2005_1713504185.pdf
RN101939148,21589,7-16-1999,data/MAERT/RN101939148_21589_7-16-1999_1712221319.pdf
RN102552007,27937,9-14-2006,data/MAERT/RN102552007_27937_9-14-2006_1712693681.pdf
RN101619179,22086,6-21-2016,data/MAERT/RN101619179_22086_6-21-2016_1712068507.pdf
RN102523107,137789,8-31-2023,data/MAERT/RN102523107_137789_8-31-2023_1712532909.pdf
RN102561925,38755,3-28-2007,data/MAERT/RN102561925_38755_3-28-2007_1712554096.pdf
RN102707718,36765,8-19-2010,data/MAERT/RN102707718_36765_8-19-2010_1712995413.pdf
RN100892611,3328I,6-16-1993,data/MAERT/RN100892611_3328I_6-16-1993_1713880557.pdf
RN102700010,27790,4-11-1995,data/MAERT/RN102700010_27790_4-11-1995_1712892796.pdf
RN100223023,3706,2-2-2012,data/MAERT/RN100223023_3706_2-2-2012_1712010116.pdf
RN100219252,49247,2-8-2005,data/MAERT/RN100219252_49247_2-8-2005_1713134114.pdf
RN101072213,27942,9-12-1995,data/MAERT/RN101072213_27942_9-12-1995_1711146016.pdf
RN100226455,80052,4-23-2015,data/MAERT/RN100226455_80052_4-23-2015_1712013329.pdf
RN100773381,39947,2-15-2005,data/MAERT/RN100773381_39947_2-15-2005_1712071776.pdf
RN100212216,9576,8-21-1996,data/MAERT/RN100212216_9576_8-21-1996_1712531371.pdf
RN100807783,2356,5-16-2000,data/MAERT/RN100807783_2356_5-16-2000_1712452622.pdf
RN103138780,55088,5-3-2012,data/MAERT/RN103138780_55088_5-3-2012_1713861913.pdf
RN101852671,100354,2-25-2013,data/MAERT/RN101852671_100354_2-25-2013_1712784665.pdf
RN100219286,8996,9-30-1997,data/MAERT/RN100219286_8996_9-30-1997_1713247750.pdf
RN100738830,45437,10-7-2004,data/MAERT/RN100738830_45437_10-7-2004_1713243715.pdf
RN100214931,56398,8-31-2005,data/MAERT/RN100214931_56398_8-31-2005_1711882316.pdf
RN100210319,114809,11-14-2023,data/MAERT/RN100210319_114809_11-14-2023_1711945746.pdf
RN100211259,40972,8-31-1999,data/MAERT/RN100211259_40972_8-31-1999_1712431866.pdf
RN102175064,9704,2-26-1993,data/MAERT/RN102175064_9704_2-26-1993_1713728394.pdf
RN100216209,20851,12-28-1995,data/MAERT/RN100216209_20851_12-28-1995_1713061009.pdf
RN100209436,73561,5-16-2005,data/MAERT/RN100209436_73561_5-16-2005_1713826371.pdf
RN100611987,78138,10-19-2006,data/MAERT/RN100611987_78138_10-19-2006_1713033147.pdf
RN101744134,377A,4-30-2004,data/MAERT/RN101744134_377A_4-30-2004_1711841034.pdf
RN100761717,36587,7-9-1998,data/MAERT/RN100761717_36587_7-9-1998_1713393763.pdf
RN102888328,5572B,1-26-2023,data/MAERT/RN102888328_5572B_1-26-2023_1711945272.pdf
RN100917442,5229,5-14-1997,data/MAERT/RN100917442_5229_5-14-1997_1712970822.pdf
RN100219526,N286,6-13-2022,data/MAERT/RN100219526_N286_6-13-2022_1711887112.pdf
RN101211498,9203,2-26-2002,data/MAERT/RN101211498_9203_2-26-2002_1712531977.pdf
RN100221118,3100A,9-22-1993,data/MAERT/RN100221118_3100A_9-22-1993_1713233110.pdf
RN100221589,22048,7-12-2023,data/MAERT/RN100221589_22048_7-12-2023_1712630858.pdf
RN100219740,6237,5-20-2002,data/MAERT/RN100219740_6237_5-20-2002_1712515753.pdf
RN102414588,49037,9-26-2002,data/MAERT/RN102414588_49037_9-26-2002_1712613739.pdf
RN101976496,78294,6-2-2006,data/MAERT/RN101976496_78294_6-2-2006_1712664354.pdf
RN100222744,6606A,9-10-1998,data/MAERT/RN100222744_6606A_9-10-1998_1712748294.pdf
RN102596210,56419,6-14-2005,data/MAERT/RN102596210_56419_6-14-2005_1713917872.pdf
RN106224447,86860,2-26-2013,data/MAERT/RN106224447_86860_2-26-2013_1713194961.pdf
RN100770072,4901,8-6-2015,data/MAERT/RN100770072_4901_8-6-2015_1713136327.pdf
RN100223536,3836,12-8-1993,data/MAERT/RN100223536_3836_12-8-1993_1712528590.pdf
RN102906104,45210,3-7-2011,data/MAERT/RN102906104_45210_3-7-2011_1711161843.pdf
RN101469237,17823,9-27-2004,data/MAERT/RN101469237_17823_9-27-2004_1713137077.pdf
RN100683697,79690,11-21-2011,data/MAERT/RN100683697_79690_11-21-2011_1713942125.pdf
RN102308053,8044A,12-17-2007,data/MAERT/RN102308053_8044A_12-17-2007_1712674487.pdf
RN102169950,48930,1-28-2005,data/MAERT/RN102169950_48930_1-28-2005_1714005553.pdf
RN100220540,6968,5-30-1997,data/MAERT/RN100220540_6968_5-30-1997_1712321656.pdf
RN102596210,4999,9-14-1994,data/MAERT/RN102596210_4999_9-14-1994_1713917775.pdf
RN100761261,23258,4-9-1999,data/MAERT/RN100761261_23258_4-9-1999_1711986012.pdf
RN100225689,8084A,8-30-2012,data/MAERT/RN100225689_8084A_8-30-2012_1712058006.pdf
RN100217934,21402,12-31-2002,data/MAERT/RN100217934_21402_12-31-2002_1713380710.pdf
RN100856731,18963,1-23-2017,data/MAERT/RN100856731_18963_1-23-2017_1713495576.pdf
RN100856731,18963,6-5-2000,data/MAERT/RN100856731_18963_6-5-2000_1713495611.pdf
RN101762946,35209,7-31-1997,data/MAERT/RN101762946_35209_7-31-1997_1712230941.pdf
RN101950996,47357,10-25-2017,data/MAERT/RN101950996_47357_10-25-2017_1712224483.pdf
RN100766708,82108L001,10-11-2007,data/MAERT/RN100766708_82108L001_10-11-2007_1713275019.pdf
RN100756360,32180,9-9-1996,data/MAERT/RN100756360_32180_9-9-1996_1712022491.pdf
RN102533445,9649,9-4-2008,data/MAERT/RN102533445_9649_9-4-2008_1712897761.pdf
RN100221589,3663,10-8-1996,data/MAERT/RN100221589_3663_10-8-1996_1712631681.pdf
RN104064290,70284L001,4-3-2004,data/MAERT/RN104064290_70284L001_4-3-2004_1712056735.pdf
RN102752763,20162,12-29-2005,data/MAERT/RN102752763_20162_12-29-2005_1711368809.pdf
RN101999951,169897,2-29-2024,data/MAERT/RN101999951_169897_2-29-2024_1713714862.pdf
RN106591548,118212,12-16-2014,data/MAERT/RN106591548_118212_12-16-2014_1712052976.pdf
RN102560067,7363,3-7-2008,data/MAERT/RN102560067_7363_3-7-2008_1711175360.pdf
RN102771177,3797,8-24-2006,data/MAERT/RN102771177_3797_8-24-2006_1713273815.pdf
RN100212026,20419,9-17-1993,data/MAERT/RN100212026_20419_9-17-1993_1712760666.pdf
RN100597004,38803,11-10-1998,data/MAERT/RN100597004_38803_11-10-1998_1713071003.pdf
RN102514270,21045,5-29-2003,data/MAERT/RN102514270_21045_5-29-2003_1712924194.pdf
RN104411806,73449,10-30-2012,data/MAERT/RN104411806_73449_10-30-2012_1713162875.pdf
RN102595816,18915,9-11-2015,data/MAERT/RN102595816_18915_9-11-2015_1713120468.pdf
RN100219310,2343A,6-6-1996,data/MAERT/RN100219310_2343A_6-6-1996_1711340386.pdf
RN101619179,49140,4-12-2007,data/MAERT/RN101619179_49140_4-12-2007_1712068530.pdf
RN101299410,22467,6-18-2012,data/MAERT/RN101299410_22467_6-18-2012_1712620847.pdf
RN106869258,112501,8-11-2017,data/MAERT/RN106869258_112501_8-11-2017_1711842736.pdf
RN100716661,80804,10-10-2023,data/MAERT/RN100716661_80804_10-10-2023_1712433596.pdf
RN102505963,19156,11-4-1992,data/MAERT/RN102505963_19156_11-4-1992_1712898566.pdf
RN102518917,7508,9-12-2013,data/MAERT/RN102518917_7508_9-12-2013_1711924988.pdf
RN102201415,5983,12-4-1995,data/MAERT/RN102201415_5983_12-4-1995_1713248696.pdf
RN101976850,16837,6-22-1998,data/MAERT/RN101976850_16837_6-22-1998_1711927660.pdf
RN100225820,106011,10-2-2013,data/MAERT/RN100225820_106011_10-2-2013_1711948145.pdf
RN100224674,3855B,8-27-2007,data/MAERT/RN100224674_3855B_8-27-2007_1711946711.pdf
RN102556313,56472,3-12-2009,data/MAERT/RN102556313_56472_3-12-2009_1713393119.pdf
RN102558806,8380,2-10-2021,data/MAERT/RN102558806_8380_2-10-2021_1711282771.pdf
RN100756287,20621,6-3-1994,data/MAERT/RN100756287_20621_6-3-1994_1712291863.pdf
RN100213198,682E,7-23-2003,data/MAERT/RN100213198_682E_7-23-2003_1713234420.pdf
RN100227016,103626,9-16-2013,data/MAERT/RN100227016_103626_9-16-2013_1712529268.pdf
RN100215169,22377,8-4-2005,data/MAERT/RN100215169_22377_8-4-2005_1711975536.pdf
RN100220672,9540,9-14-2021,data/MAERT/RN100220672_9540_9-14-2021_1712152807.pdf
RN104189493,83067,3-17-2008,data/MAERT/RN104189493_83067_3-17-2008_1712879691.pdf
RN105442743,168750,1-25-2023,data/MAERT/RN105442743_168750_1-25-2023_1712661718.pdf
RN100213776,8366,8-27-2019,data/MAERT/RN100213776_8366_8-27-2019_1712163042.pdf
RN100739226,38690,12-8-1998,data/MAERT/RN100739226_38690_12-8-1998_1713045516.pdf
RN102175171,22537,4-22-1998,data/MAERT/RN102175171_22537_4-22-1998_1712802919.pdf
RN100227016,3983,10-5-1993,data/MAERT/RN100227016_3983_10-5-1993_1712529789.pdf
RN102887270,19624,9-13-2004,data/MAERT/RN102887270_19624_9-13-2004_1712533860.pdf
RN102738382,9611B,7-1-1996,data/MAERT/RN102738382_9611B_7-1-1996_1712754409.pdf
RN106349251,168749,1-27-2023,data/MAERT/RN106349251_168749_1-27-2023_1711982279.pdf
RN101948941,32681,10-6-2015,data/MAERT/RN101948941_32681_10-6-2015_1713254977.pdf
RN102420791,23086,7-22-2003,data/MAERT/RN102420791_23086_7-22-2003_1712559405.pdf
RN100218841,9092,8-4-2005,data/MAERT/RN100218841_9092_8-4-2005_1712532254.pdf
RN101379287,37977,1-5-2000,data/MAERT/RN101379287_37977_1-5-2000_1712526812.pdf
RN100219351,2958A,6-7-1993,data/MAERT/RN100219351_2958A_6-7-1993_1713710387.pdf
RN102181526,19073,7-20-2006,data/MAERT/RN102181526_19073_7-20-2006_1711900617.pdf
RN102775855,39265,10-29-1998,data/MAERT/RN102775855_39265_10-29-1998_1711840065.pdf
